ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
4738;02/01/2024 21:40:00;-33.055642000000006;-71.58504599999995;30;67;19;glass;fuel recipient;26;['Notify local authorities', 'Contact waste collectors', 'Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4739;02/01/2024 21:50:00;-33.055642000000006;-71.58004599999995;29;64;17;wood;street;36;['Contact waste collectors', 'Notify local collaborators']
4740;02/01/2024 22:00:00;-33.050642;-71.58004599999995;30;49;31;none;tent;42;['Propose monitoring flight']
4741;02/01/2024 22:10:00;-33.050642;-71.58504599999995;29;46;31;illegal electricity connection;highway;10;[]
4742;02/01/2024 22:20:00;-33.050642;-71.59004599999994;29;49;29;lit campfire;grass;100;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4743;02/01/2024 22:30:00;-33.050642;-71.59504599999994;17;46;29;wood;street;252;[]
4744;02/01/2024 22:40:00;-33.050642;-71.60004599999994;17;43;27;wood;trees;17;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4745;02/01/2024 22:50:00;-33.050642;-71.60504599999993;18;73;29;soldering;highway;3;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4746;02/01/2024 23:00:00;-33.050642;-71.61004599999993;17;73;31;illegal electricity connection;house;16;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
4747;02/01/2024 23:10:00;-33.050642;-71.61504599999992;17;73;33;wood;house;600;[]
4748;02/01/2024 23:20:00;-33.050642;-71.62004599999992;18;76;35;suspicious presence;fuel recipient;70;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4749;02/01/2024 23:30:00;-33.050642;-71.62504599999991;17;79;33;none;house;54;['Propose monitoring flight']
4750;02/01/2024 23:40:00;-33.045642;-71.62504599999991;18;79;33;suspicious presence;tent;69;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4751;02/01/2024 23:50:00;-33.045642;-71.62004599999992;19;79;33;illegal electricity connection;trash;25;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
4752;03/01/2024 00:00:00;-33.045642;-71.535046;15;79;39;none;trees;7;['Propose monitoring flight']
4753;03/01/2024 00:10:00;-33.045642;-71.530046;15;76;41;grill on;road;200;[]
4754;03/01/2024 00:20:00;-33.045642;-71.525046;16;76;39;grill on;highway;51;[]
4755;03/01/2024 00:30:00;-33.045642;-71.52004600000001;17;119;41;wastes;tent;18;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4756;03/01/2024 00:40:00;-33.045642;-71.51504600000001;17;116;39;soldering;highway;68;['Notify local authorities']
4757;03/01/2024 00:50:00;-33.045642;-71.51004600000002;16;116;37;wastes;tent;89;['Notify local collaborators', 'Contact waste collectors']
4758;03/01/2024 01:00:00;-33.045642;-71.50504600000002;17;113;39;wastes;trees;687;['Contact waste collectors']
4759;03/01/2024 01:10:00;-33.045642;-71.50004600000003;16;113;41;gas recipient;tent;121;[]
4760;03/01/2024 01:20:00;-33.050642;-71.50004600000003;16;89;41;wastes;road;43;['Contact waste collectors']
4761;03/01/2024 01:30:00;-33.050642;-71.50504600000002;22;86;43;glass bottle;trash;427;['Contact waste collectors']
4762;03/01/2024 01:40:00;-33.050642;-71.51004600000002;23;86;43;none;ground;108;[]
4763;03/01/2024 01:50:00;-33.050642;-71.51504600000001;23;83;43;smoke;dry grass;938;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4764;03/01/2024 02:00:00;-33.050642;-71.52004600000001;22;80;18;wastes;dry grass;56;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4765;03/01/2024 02:10:00;-33.050642;-71.525046;23;85;20;glass;tent;49;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4766;03/01/2024 02:20:00;-33.050642;-71.530046;23;88;22;lit campfire;electric connection;10;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4767;03/01/2024 02:30:00;-33.050642;-71.535046;23;91;22;smoking;grass;88;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4768;03/01/2024 02:40:00;-33.050642;-71.54004599999999;24;88;24;grill on;trash;502;[]
4769;03/01/2024 02:50:00;-33.050642;-71.54504599999999;24;91;26;soldering;road;91;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4770;03/01/2024 03:00:00;-33.050642;-71.55004599999998;16;99;28;dry grass;highway;55;[]
4771;03/01/2024 03:10:00;-33.050642;-71.55504599999998;16;99;26;gas recipient;wood;7;['Notify local authorities', 'Notify local collaborators']
4772;03/01/2024 03:20:00;-33.050642;-71.56004599999997;15;96;28;grill on;street;34;['Notify local authorities', 'Notify local collaborators']
4773;03/01/2024 03:30:00;-33.050642;-71.56504599999997;15;99;28;soldering;trees;25;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4774;03/01/2024 03:40:00;-33.050642;-71.57004599999996;16;99;28;fire;wood;669;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4775;03/01/2024 03:50:00;-33.050642;-71.57504599999996;15;123;28;none;electric connection;6;['Propose monitoring flight']
4776;03/01/2024 04:00:00;-33.050642;-71.58004599999995;15;123;55;bonfire;dry grass;68;['Notify local collaborators', 'Call fire fighters']
4777;03/01/2024 04:10:00;-33.050642;-71.58504599999995;14;123;53;grill on;trees;169;[]
4778;03/01/2024 04:20:00;-33.050642;-71.59004599999994;13;120;55;soldering;fuel recipient;8;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4779;03/01/2024 04:30:00;-33.050642;-71.59504599999994;38;123;57;grill on;road;151;[]
4780;03/01/2024 04:40:00;-33.045642;-71.59504599999994;39;24;57;papers;tent;90;['Notify local collaborators', 'Contact waste collectors']
4781;03/01/2024 04:50:00;-33.045642;-71.59004599999994;40;21;55;lit campfire;grass;347;['Notify local authorities']
4782;03/01/2024 05:00:00;-33.045642;-71.58504599999995;40;24;57;illegal electricity connection;grass;51;['Notify local collaborators']
4783;03/01/2024 05:10:00;-33.045642;-71.58004599999995;39;21;57;wood;ground;66;[]
4784;03/01/2024 05:20:00;-33.045642;-71.57504599999996;38;24;57;wood;fuel recipient;35;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4785;03/01/2024 05:30:00;-33.045642;-71.57004599999996;37;90;55;papers;dry grass;179;['Contact waste collectors']
4786;03/01/2024 05:40:00;-33.045642;-71.56504599999997;37;87;57;dry grass;road;54;[]
4787;03/01/2024 05:50:00;-33.045642;-71.56004599999997;36;87;55;glass;grass;186;['Contact waste collectors']
4788;03/01/2024 06:00:00;-33.045642;-71.55504599999998;29;90;18;smoking;trees;380;['Notify local authorities']
4789;03/01/2024 06:10:00;-33.045642;-71.55004599999998;29;93;18;illegal electricity connection;ground;113;[]
4790;03/01/2024 06:20:00;-33.040642;-71.55004599999998;30;16;16;none;grass;402;[]
4791;03/01/2024 06:30:00;-33.040642;-71.55504599999998;31;16;14;none;ground;15;['Propose monitoring flight']
4792;03/01/2024 06:40:00;-33.040642;-71.56004599999997;31;13;14;soldering;fuel recipient;279;['Notify local authorities']
4793;03/01/2024 06:50:00;-33.040642;-71.56504599999997;32;13;16;lit campfire;grass;65;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4794;03/01/2024 07:00:00;-33.040642;-71.57004599999996;33;13;18;glass;trees;674;['Contact waste collectors']
4795;03/01/2024 07:10:00;-33.040642;-71.57504599999996;34;100;16;grill on;tent;450;[]
4796;03/01/2024 07:20:00;-33.040642;-71.58004599999995;33;100;18;fire;house;12;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4797;03/01/2024 07:30:00;-33.040642;-71.58504599999995;15;100;20;lit campfire;grass;106;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4798;03/01/2024 07:40:00;-33.040642;-71.59004599999994;14;103;20;none;electric connection;6;['Propose monitoring flight']
4799;03/01/2024 07:50:00;-33.040642;-71.59504599999994;13;106;22;soldering;highway;24;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4800;03/01/2024 08:00:00;-33.035641999999996;-71.59504599999994;13;41;59;gas recipient;electric connection;22;['Notify local authorities', 'Notify local collaborators']
4801;03/01/2024 08:10:00;-33.035641999999996;-71.59004599999994;13;38;57;dry grass;tent;515;[]
4802;03/01/2024 08:20:00;-33.035641999999996;-71.58504599999995;12;38;57;glass;wood;476;['Contact waste collectors']
4803;03/01/2024 08:30:00;-33.035641999999996;-71.58004599999995;11;38;55;smoking;fuel recipient;21;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4804;03/01/2024 08:40:00;-33.035641999999996;-71.57504599999996;11;38;57;bonfire;house;53;['Notify local collaborators', 'Call fire fighters']
4805;03/01/2024 08:50:00;-33.035641999999996;-71.57004599999996;11;21;59;lit campfire;tent;80;['Notify local authorities', 'Notify local collaborators']
4806;03/01/2024 09:00:00;-33.035641999999996;-71.56504599999997;23;21;59;grill on;trees;18;['Notify local collaborators']
4807;03/01/2024 09:10:00;-33.035641999999996;-71.56004599999997;24;24;57;smoke;electric connection;683;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4808;03/01/2024 09:20:00;-33.035641999999996;-71.55504599999998;24;21;57;none;road;102;[]
4809;03/01/2024 09:30:00;-33.035641999999996;-71.55004599999998;24;18;55;none;trees;112;[]
4810;03/01/2024 09:40:00;-33.03064199999999;-71.55004599999998;23;123;57;illegal electricity connection;trees;467;[]
4811;03/01/2024 09:50:00;-33.03064199999999;-71.55504599999998;23;123;59;glass bottle;grass;48;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4812;03/01/2024 10:00:00;-33.03064199999999;-71.56004599999997;22;120;52;wood;electric connection;198;[]
4813;03/01/2024 10:10:00;-33.03064199999999;-71.56504599999997;22;117;54;wood;tent;11;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4814;03/01/2024 10:20:00;-33.03064199999999;-71.57004599999996;22;117;54;fire;grass;455;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
4815;03/01/2024 10:30:00;-33.03064199999999;-71.57504599999996;16;48;56;lighting a grill;highway;24;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
4816;03/01/2024 10:40:00;-33.03064199999999;-71.58004599999995;17;51;54;papers;fuel recipient;24;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4817;03/01/2024 10:50:00;-33.03064199999999;-71.58504599999995;18;48;56;papers;dry grass;11;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
4818;03/01/2024 11:00:00;-33.03064199999999;-71.59004599999994;18;48;56;soldering;electric connection;171;['Notify local authorities']
4819;03/01/2024 11:10:00;-33.03064199999999;-71.59504599999994;19;51;54;wood;trash;72;['Notify local collaborators']
4820;03/01/2024 11:20:00;-33.02564199999999;-71.59504599999994;18;59;52;wastes;road;23;['Contact waste collectors']
4821;03/01/2024 11:30:00;-33.02564199999999;-71.59004599999994;18;59;50;glass;fuel recipient;446;['Contact waste collectors']
4822;03/01/2024 11:40:00;-33.02564199999999;-71.58504599999995;17;59;48;smoking;dry grass;34;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4823;03/01/2024 11:50:00;-33.02564199999999;-71.58004599999995;16;56;50;burning waste;tent;49;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
4824;03/01/2024 12:00:00;-33.02564199999999;-71.57504599999996;29;56;4;none;fuel recipient;16;['Propose monitoring flight']
4825;03/01/2024 12:10:00;-33.02564199999999;-71.57004599999996;29;100;2;wood;tent;7;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
